path,extension,path_batch,provisional_role
docs/json/archive/walkmyplan/door-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/section-camera-choreography.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/canonical-camera-door-graph.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/hero-composition-matrix.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/spatial-reconciliation.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/room-zone-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/auth-identity-route-capability-matrix.json,.json,Security / Authentication,historical/suspect
docs/json/archive/walkmyplan/environment-shell-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/role-path-matrix.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/main-hall-zone-object-map.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/camera-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/hero-world-shell-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/MANIFEST.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/visibility-performance-policy.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/hero-asset-contract.json,.json,Contracts,historical/suspect
docs/json/archive/walkmyplan/physical-ui-object-contract.json,.json,Contracts,historical/suspect
docs/json/archive/walkmyplan/operations-role-surface-matrix.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/asset-loading-graph.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/cinematic-transition-contract.json,.json,Contracts,historical/suspect
docs/json/archive/walkmyplan/route-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/performance-budget-matrix.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/theme-lighting-contract.json,.json,Contracts,historical/suspect
docs/json/archive/walkmyplan/asset-integration-manifest.json,.json,Configuration / Data,historical/suspect
docs/json/archive/evidence/guide-manifest.json,.json,Configuration / Data,historical/suspect
docs/json/archive/reconciliation/3d-authority-reconciliation.json,.json,Configuration / Data,historical/suspect
docs/json/archive/stray/INDEX.json,.json,Configuration / Data,historical/suspect
docs/json/archive/stray/PATCH-53-UI-UX-CONTRACT.json,.json,Contracts,historical/suspect
docs/json/archive/stray/routes.dictionary.json,.json,Configuration / Data,historical/suspect
docs/json/archive/stray/ui-ownership.dictionary.json,.json,Configuration / Data,historical/suspect
docs/json/contracts/registration-abuse-authority.json,.json,Contracts,candidate canonical/supporting
docs/json/contracts/broker-application.json,.json,Contracts,candidate canonical/supporting
docs/json/contracts/support-ticket-authority.json,.json,Contracts,candidate canonical/supporting
docs/json/reconciliation/5.5G6E-canonical-camera-binding.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/cinematic__WalkMyPlan__data__spatial-reconciliation.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/cinematic__WalkMyPlan__data__physical-ui-object-registry.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/data__ui-response-mapping.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/data__house-camera-rig.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/5.5c-v2-execution-2026-08-26.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5f4-three-house-candidate-physical-allocation.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5f5-return-presentation-contract.json,.json,Contracts,candidate canonical/supporting
docs/json/reconciliation/data__house-ui-map.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/data__physical-ui-objects.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/cinematic__WalkMyPlan__data__section-camera-choreography.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/data__house-ui-ux-code-reality-map.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/architecture-validation-reconciliation-results.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5f1-ui-physical-room-completeness.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5d-ui-3d-presentation-contract.json,.json,Contracts,candidate canonical/supporting
docs/json/reconciliation/5.5f2-deep-additional-sh3d-census.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/3d__docs__model-census.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/four-archive-execution.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5c-v4-patch57-cinematic-test-path-reconciliation-2026-08-26.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/cinematic__WalkMyPlan__data__camera-registry.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/first-seven-migration-execution.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/cinematic__WalkMyPlan__data__room-shell-registry.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/active-suite-failure-classification-2026-08-26.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/freeze-manifest.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5c-v3-historical-contract-reconciliation-2026-08-26.json,.json,Contracts,historical/suspect
docs/json/reconciliation/5.5c-v6-baseline-integrity-rejoin-2026-08-26.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/5.5d-physical-travel-contract.json,.json,Contracts,candidate canonical/supporting
docs/json/reconciliation/5.5e-canonical-spatial-topology-proof.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/cinematic__WalkMyPlan__data__room-zone-registry.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/reconciliation/5.5c-v5-baseline-integrity-2026-08-26.json,.json,Configuration / Data,historical/suspect
docs/json/reconciliation/current-validation-baseline-2026-08-26.json,.json,Configuration / Data,historical/suspect
docs/json/firebase/kyc-authorization.json,.json,Backend / Firebase / Database,candidate canonical/supporting
docs/json/firebase/canonical-roles.json,.json,Backend / Firebase / Database,candidate canonical/supporting
docs/json/firebase/canonical-data.json,.json,Backend / Firebase / Database,candidate canonical/supporting
docs/json/firebase/route-authority.json,.json,Backend / Firebase / Database,candidate canonical/supporting
docs/json/firebase/user-authority.json,.json,Backend / Firebase / Database,candidate canonical/supporting
docs/json/supabase/storage-authority.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/supabase/backend-authority.json,.json,Configuration / Data,candidate canonical/supporting
verification/5.5G2/5.5G2-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-27/5.5G6-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-27/5.5G6A-house-topology-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-27/5.5G6D-verification.json,.json,Configuration / Data,historical/suspect
verification/2026-08-27/5.5G6F-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-27/5.5G1.4-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-27/5.5G6E-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-26/5.5f2-checkpoint-manifest.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5e-chat-development-checklist.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5c-v4-patch57-test.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/active-suite-after-v2.txt,.txt,Documentation / Project Guide,candidate canonical/supporting
verification/2026-08-26/5.5f4-allocation-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-26/5.5f1-checkpoint-manifest.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/house-camera-rig.test.mjs.txt,.txt,Documentation / Project Guide,candidate canonical/supporting
verification/2026-08-26/5.5f2-development-continuity-checklist.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5c-v5-full-active-suite.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/historical-contract-individual-results.txt,.txt,Contracts,historical/suspect
verification/2026-08-26/patch-57-cinematic-camera-hero.test.mjs.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/physical-ui-object-system.test.mjs.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/5.5f4-development-continuity-checklist.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5c-v6-full-active-suite.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/5.5e-checkpoint-manifest.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5c-v4-cinematic-3d-slice.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/5.5f3-candidate-integrity-level-reconciliation.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-26/5.5f3-development-continuity-checklist.json,.json,Configuration / Data,candidate canonical/supporting
verification/2026-08-26/listings-book-interaction.test.mjs.txt,.txt,Documentation / Project Guide,candidate canonical/supporting
verification/2026-08-26/5.5d-checkpoint-manifest.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5f5-development-continuity-checklist.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/patch-21-role-need-help.test.mjs.txt,.txt,Documentation / Project Guide,historical/suspect
verification/2026-08-26/5.5f1-development-continuity-checklist.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/active-suite-node-test-output.txt,.txt,Documentation / Project Guide,candidate canonical/supporting
verification/2026-08-26/market-profile-physical-ui-propagation.test.mjs.txt,.txt,Documentation / Project Guide,candidate canonical/supporting
verification/2026-08-26/full-active-suite-after-v3.txt,.txt,Documentation / Project Guide,candidate canonical/supporting
verification/2026-08-26/classification-manifest.json,.json,Configuration / Data,historical/suspect
verification/2026-08-26/5.5c-v4-full-active-suite.txt,.txt,Documentation / Project Guide,historical/suspect
verification/5.5G1/5.5G1.3-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/5.5G1/5.5G1.5-verification.json,.json,Configuration / Data,candidate canonical/supporting
verification/5.5G1/5.5G1-problematic-door-resolution-verification.json,.json,Configuration / Data,historical/suspect
verification/5.5G1/5.5G1.1-verification.json,.json,Configuration / Data,candidate canonical/supporting
verify/data/canonical-listings.mjs,.mjs,Unclassified / Needs Review,candidate canonical/supporting
verify/contracts/protected-logic-freeze.mjs,.mjs,Contracts,candidate canonical/supporting
verify/contracts/authority-invariants.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/3d/canonical-homefinder-sh3d.mjs,.mjs,3D / Spatial,candidate canonical/supporting
verify/3d/runtime-homefinder-reference.mjs,.mjs,3D / Spatial,candidate canonical/supporting
verify/security/support-ticket-authority.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/security/broker-application-authority.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/security/user-authority.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/security/canonical-roles.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/security/kyc-self-escalation.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/security/canonical-role-authority.mjs,.mjs,Security / Authentication,candidate canonical/supporting
verify/integrations/supabase-security-boundary.mjs,.mjs,Unclassified / Needs Review,candidate canonical/supporting
verify/integrations/supabase-structure.mjs,.mjs,Unclassified / Needs Review,candidate canonical/supporting
verify/integrations/backend-authority.mjs,.mjs,Unclassified / Needs Review,candidate canonical/supporting
verify/integrations/kyc-contract-consistency.mjs,.mjs,Contracts,candidate canonical/supporting
verify/routes/route-authority.mjs,.mjs,Routes / Navigation,candidate canonical/supporting
master/HomeFinder.sh3d,.sh3d,3D / Spatial,candidate canonical/supporting
active_development/register.html,.html,Frontend / UI,candidate canonical/supporting
active_development/CHECKPOINT_MANIFEST.json,.json,Configuration / Data,historical/suspect
active_development/admin.html,.html,Frontend / UI,historical/suspect
active_development/ACTIVE_DEVELOPMENT_MANIFEST.json,.json,Configuration / Data,historical/suspect
active_development/terms.html,.html,Frontend / UI,historical/suspect
active_development/moderator.html,.html,Frontend / UI,candidate canonical/supporting
active_development/broker-hq.html,.html,Frontend / UI,candidate canonical/supporting
active_development/index.html,.html,Frontend / UI,candidate canonical/supporting
active_development/staff.html,.html,Frontend / UI,candidate canonical/supporting
active_development/financing.html,.html,Frontend / UI,candidate canonical/supporting
active_development/login.html,.html,Frontend / UI,candidate canonical/supporting
active_development/privacy.html,.html,Frontend / UI,historical/suspect
active_development/house-world.css,.css,Frontend / UI,candidate canonical/supporting
active_development/firebase.json,.json,Backend / Firebase / Database,candidate canonical/supporting
active_development/CURRENT_CHECKPOINT_STATE.json,.json,Configuration / Data,historical/suspect
active_development/market.html,.html,Frontend / UI,candidate canonical/supporting
active_development/profile.html,.html,Frontend / UI,candidate canonical/supporting
active_development/cinematic/WalkMyPlan/README.md,.md,Documentation / Project Guide,historical/suspect
active_development/data/house-camera-rig.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/phase12-animation-object-responsive.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/cinematic-scenes.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/main-hall-camera-contract-phase13.json,.json,Contracts,candidate canonical/supporting
active_development/data/phase11-final-audit.json,.json,Configuration / Data,historical/suspect
active_development/data/login-physical-ui-objects.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/phase11-secret-scan.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/feature-wiring-matrix.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/main-hall-camera-object-contract.json,.json,Contracts,candidate canonical/supporting
active_development/data/main-hall-camera-object-contract-summary.json,.json,Contracts,candidate canonical/supporting
active_development/data/phase12-read-surface-summary.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/house-ui-map.json,.json,Configuration / Data,historical/suspect
active_development/data/cinematic-worlds.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/phase11-execution-summary.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/theme-system.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/syntax-audit.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/physical-ui-objects.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/ui-response-mapping.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/phase10-final-audit.json,.json,Configuration / Data,historical/suspect
active_development/data/main-hall-camera-phase13-summary.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/cinematic-assets.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/house-ui-ux-code-reality-map.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/register-physical-ui-objects.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/phase13-auth-propagation.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/security-leak-audit.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/profile-physical-ui-objects.json,.json,Configuration / Data,historical/suspect
active_development/data/design-roots.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/main-hall-cinematic-ui-map.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/market-physical-ui-objects.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/environment-modes.json,.json,Configuration / Data,candidate canonical/supporting
active_development/data/dictionary.json,.json,Configuration / Data,candidate canonical/supporting
active_development/css/navbar.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/admin.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/gov-finance.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/variables.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/search.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/transition.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/utilities.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/market-profile-physical-ui.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/auth.css,.css,Security / Authentication,candidate canonical/supporting
active_development/css/market.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/toast.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/cinematic-ui.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/broker-hq.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/customSelect.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/reset.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/responsive.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/viewport/mobile.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/kyc.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/layout.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/listing-form.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/ui-upgrade.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/panels.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/forms.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/subscription.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/responsive.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/visitor.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/profile/perks-showcase.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/home/footer.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/home/about.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/home/hero.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/home/style.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/home/property.css,.css,Frontend / UI,candidate canonical/supporting
active_development/css/home/house-world.css,.css,Frontend / UI,candidate canonical/supporting
active_development/verify/index.html,.html,Verification / Tests,candidate canonical/supporting
active_development/verify/fixtures/boost-after-p47-clean.json,.json,Verification / Tests,candidate canonical/supporting
active_development/verify/fixtures/boost-after-p47.json,.json,Verification / Tests,candidate canonical/supporting
active_development/verify/fixtures/boost-export.sample.json,.json,Verification / Tests,candidate canonical/supporting
active_development/verify/fixtures/boost-before-p47.json,.json,Verification / Tests,candidate canonical/supporting
active_development/verify/security/registration-suspension-boundary.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tools/boost-migration-executor.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/patch-52-multi-check-audit.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/run-boost-migration-production.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/boost-normalization.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/boost-parser-retirement-gate.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/patch-51-production-retirement-audit.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/boost-migration-proof.mjs,.mjs,Unclassified / Needs Review,historical/suspect
active_development/tools/adapters/json-production-adapter.mjs,.mjs,Unclassified / Needs Review,candidate canonical/supporting
active_development/tools/adapters/firebase-admin-production-adapter.mjs,.mjs,Unclassified / Needs Review,candidate canonical/supporting
active_development/3d/docs/model-census.json,.json,3D / Spatial,historical/suspect
active_development/3d/app/homefinder-viewer.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/app/homefinder-viewer.css,.css,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/HomeFinderViewerOverlay.html,.html,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/HomeFinderViewer.html,.html,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/core.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/close.png,.png,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/jsXmlSaxParser.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/navigationPanel.png,.png,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/geom.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/viewmodel.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/jszip.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/viewhome.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/big.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/stroke.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/batik-svgpathparser.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/gl-matrix-min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/triangulator.min.js,.js,3D / Spatial,candidate canonical/supporting
active_development/verification-artifacts/market_profile_preview/Market_Profile_physical_UI_root_preview.png,.png,Unclassified / Needs Review,candidate canonical/supporting
active_development/verification-artifacts/market_profile_preview/preview-manifest.json,.json,Configuration / Data,candidate canonical/supporting
active_development/tests/patch-34-market-shell.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/cinematic-camera-hero.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/dd05-h09-contact-exit.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/listings-book-interaction.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-47-boost-migration-proof.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-45-boost-normalization.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-09-pin-authority.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-28-broker-hq-data-wiring.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/paypal-cloudflare-contract.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/foundation-repair-04-tier-entitlement.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-55-cinematic-routing-a1.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dd05-h05-government-housing.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/public-profile-projection.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/5.5G6C-role-hardening.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-51-production-retirement-audit.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-50-boost-parser-retirement.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-14-listing-activity.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-17-contract-activation.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-22-admin-ops-authority.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-19-discovery-impression.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-26-paypal-cloudflare-hardening.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-27-market-data-wiring.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dd05-ui-response-mapping.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-11c-r7-pin-authority.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/phase12-animation-object-state.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-49-boost-parser-retirement.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dd05-main-hall-cinematic-map.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-33-foundation-repair.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-06-image-cap.test.js,.js,Verification / Tests,historical/suspect
active_development/tests/patch-24-admin-specific-boosts.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-48-production-boost-migration.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/market-presentation.test.js,.js,Verification / Tests,candidate canonical/supporting
active_development/tests/market-patch-11a-audit.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dd05-h06-mission.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/house-camera-rig.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/market-discovery-contract.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-54-cinematic-foundation.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-08.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/role-contract-subscription-path.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-12-integration-hardening.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/physical-ui-object-system.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-01-authority-contracts.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-21-role-need-help.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-03-points-abuse.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-11-match-notification-dedupe.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-57-cinematic-camera-hero.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-18-listing-inquiry.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/market-profile-physical-ui-propagation.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-44-boost-compatibility.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/canonical-camera-binding.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-20-statistics-read-map.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/room-shell-physical-ui-mapping.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/market-patch-07.test.js,.js,Verification / Tests,historical/suspect
active_development/tests/dd04-final-authority-freeze.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-29-broker-hq-interaction-smoke.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/deep-dive-04-auth-roles-permissions.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/foundation-repair-07-admin-capacity-override.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/market-patch-09.test.js,.js,Verification / Tests,historical/suspect
active_development/tests/patch-15-listing-activity.test.js,.js,Verification / Tests,historical/suspect
active_development/tests/m1-runtime-boundary.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/foundation-repair-12-stale-match.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dd05-main-hall-sequence-reconciliation.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dd05-h04-map-preview.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-25-admin-subscription-grant.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/5.5G6C-protected-logic-freeze.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/foundation-repair-02-points-authority.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-05-subscription-entitlement.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-56-cinematic-home-world.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/foundation-repair-10-radius-authority.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/market-patch-08.test.js,.js,Verification / Tests,historical/suspect
