historical_target,reference_count,referencing_files
active_development/tests/patch-18-listing-inquiry.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-44-boost-compatibility.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-20-statistics-read-map.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/market-patch-07.test.js,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd04-final-authority-freeze.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-29-broker-hq-interaction-smoke.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-07-admin-capacity-override.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/market-patch-09.test.js,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-15-listing-activity.test.js,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-12-stale-match.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-main-hall-sequence-reconciliation.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-h04-map-preview.test.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-25-admin-subscription-grant.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-02-points-authority.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-05-subscription-entitlement.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-56-cinematic-home-world.test.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-10-radius-authority.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/market-patch-08.test.js,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-38-authority-wiring-audit.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-40-boundary-decision.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/market-patch-10.test.js,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-23-admin-user-manage.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-16-listing-activity-contracts.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/authority/patch-37-authority-vocabulary.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/authority/patch-41-capability-migration.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/authority/patch-54-retire-ambiguous-staff-alias.test.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/authority/patch-39-capability-boundary-matrix.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/authority/patch-42-legacy-guard-inventory.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dictionary/patch-35-dictionary-foundation.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v6-full-active-suite.txt; verification/2026-08-26/5.5c-v4-full-active-suite.txt; active_development/CHECKPOINT_MANIFEST.json
