CURRENT_PATH,PROPOSED_CANONICAL_PATH,ARTIFACT_CLASS,LOGICAL_BATCH,PURPOSE,AUTHORITY_STATUS,HISTORICAL_STATUS,REFERENCES_COUNT,DEPENDENCIES,DUPLICATE_STATUS,CONFLICT_LEVEL,LINEAGE_REQUIRED,VERIFICATION_COVERAGE,MIGRATION_STATUS,SIZE,SHA256
active_development/js/profile/wanted-posts-summary.js,active_development/js/profile/wanted-posts-summary.js,frontend,Frontend / UI,Client-side JavaScript: wanted-posts-summary.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,8618,e9074ae6e28b02047300dbb25673e70fe8d8cc15cef84bb860d2897e7e89592c
active_development/js/radius-cooldown.js,active_development/js/radius-cooldown.js,frontend,Frontend / UI,Client-side JavaScript: radius-cooldown.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,5073,10bda289931a94e4a2836615411a7b31465117816844d99d5428de9a3a795d70
active_development/js/reference-3d/README.md,README.md,project-guide,Project Guide,Repository index and targeting entry point,canonical,current,3,,unique,HIGH,Yes,verify/contracts/,approved,601,2c30e0a492eb267aa98d93caf098ebf10759e9ce9f989fb1753148ad4eef9324
active_development/js/reference-3d/cinematic-3d-adapter.js,active_development/js/reference-3d/cinematic-3d-adapter.js,frontend,Frontend / UI,Client-side JavaScript: cinematic-3d-adapter.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,4346,ed8249f6ab4d13e9e76a45b2d140526b446d75325168bba0707bdee0fd23070b
active_development/js/reference-3d/cinematic-3d-asset-loader.js,active_development/js/reference-3d/cinematic-3d-asset-loader.js,frontend,Frontend / UI,Client-side JavaScript: cinematic-3d-asset-loader.js,canonical,current,3,,unique,MEDIUM,No,verify/routes/,approved,4777,d1821d8ddf46136bcd56cda041d719f0699f5a2807a637c3303cc0961317c7ed
active_development/js/reference-3d/cinematic-3d-renderer.js,active_development/js/reference-3d/cinematic-3d-renderer.js,frontend,Frontend / UI,Client-side JavaScript: cinematic-3d-renderer.js,canonical,current,3,,unique,MEDIUM,No,verify/routes/,approved,10221,bd0e071f09c469e3be36b9a1cb72ca8151dc7dfa1c79c0a184149a19ab655a28
active_development/js/route-access-contract.js,active_development/js/route-access-contract.js,frontend,Frontend / UI,Client-side JavaScript: route-access-contract.js,canonical,current,9,,unique,MEDIUM,No,verify/routes/,approved,3139,32bfa33986f2c049a68a574e9bbbec9071999f3dd242d0f3335607912729035e
active_development/js/route-authority.js,active_development/js/route-authority.js,frontend,Frontend / UI,Client-side JavaScript: route-authority.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,838,563b1dcffc4642753fe5a484db750acc14d7b029b84e85cfafc89f850b9fae79
active_development/js/search.js,active_development/js/search.js,frontend,Frontend / UI,Client-side JavaScript: search.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,5516,9b2667a0b53d0e315613f428e657e569a6caa36643a6a062d36e2a2454a51582
active_development/js/session.js,active_development/js/session.js,frontend,Frontend / UI,Client-side JavaScript: session.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,1335,0c2a67e29aff4962c16f617e8c8f9f13d7a18ec46ab4b636553249e03e5298f2
active_development/js/subscription.js,active_development/js/subscription.js,frontend,Frontend / UI,Client-side JavaScript: subscription.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,2728,d44d0fdc81b13c19984617bdd930824feeafea4376465a5fd8040abda427f94e
active_development/js/supabase.js,active_development/js/supabase.js,frontend,Frontend / UI,Client-side JavaScript: supabase.js,canonical,current,7,,unique,MEDIUM,No,verify/routes/,approved,6136,848d2a672ea3f7a3ef9365f92a635c040e83ac04aeed64a079681395c500cc1a
active_development/js/tiers.js,active_development/js/tiers.js,frontend,Frontend / UI,Client-side JavaScript: tiers.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,26285,16134d6c5fc85439524e6dabbdd01c24cdd984917536297e03d1c31edd338447
active_development/js/transition.js,active_development/js/transition.js,frontend,Frontend / UI,Client-side JavaScript: transition.js,canonical,current,4,,unique,MEDIUM,No,verify/routes/,approved,634,4c013b8136627adca4b6bbd74b0dd4e314ad3b94ce91197eebe727f68c3b1761
active_development/login.html,active_development/login.html,unclassified,Unclassified,Active development artifact: login.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,9080,bdab1bfa3e0e6358b380e6f21de11af8c838f081f47b9387caa702308be1d362
active_development/market.html,active_development/market.html,unclassified,Unclassified,Active development artifact: market.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,16021,8b3a39747543b373cfd13938f0229b184b6f369eba653409c26ec9242f5ce542
active_development/moderator.html,active_development/moderator.html,unclassified,Unclassified,Active development artifact: moderator.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,11696,b78c5f54a949aebafec77f17038d97d37c6d4b3b6d32ea7aa5b232c08602c009
active_development/privacy.html,active_development/privacy.html,unclassified,Unclassified,Active development artifact: privacy.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,3726,b2723904a8f902aa31334b7fbae6e9610c402c8261096c3633e412fbec483568
active_development/profile.html,active_development/profile.html,unclassified,Unclassified,Active development artifact: profile.html,active-dev,current,9,,unique,LOW,No,none,pending-mapping,96139,019b1ba5115bfd227e117f02bedd8533f08e1215bd48685597a8d159900a5561
active_development/register.html,active_development/register.html,unclassified,Unclassified,Active development artifact: register.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,10843,9a70bde4eeaed0b4b6594b8d2d776110c7862886476241c0731cde6dc669ff96
active_development/staff.html,active_development/staff.html,unclassified,Unclassified,Active development artifact: staff.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,13805,7661ca4ece7b36197cbdddacd6b7c2ac231222e9e01f63fd4244376fbbd50b78
active_development/supabase/README.md,README.md,project-guide,Project Guide,Repository index and targeting entry point,canonical,current,4,,unique,HIGH,Yes,verify/contracts/,approved,810,f70266c7ba2fbdd3081b1732eb1e9e53b3cb572a55525b6a2c89743203981a68
active_development/supabase/config.toml,active_development/supabase/config.toml,backend,Backend / Supabase,Supabase backend artifact: config.toml,canonical,current,4,,unique,MEDIUM,Yes,verify/integrations/,approved,358,dd1a9c1fea5985f31cff9baa8a11b9fb9337e9bea7800c78a376f351fc5bb596
active_development/supabase/functions/_shared/firebase-auth.ts,active_development/supabase/functions/_shared/firebase-auth.ts,backend,Backend / Supabase,Supabase backend artifact: firebase-auth.ts,canonical,current,4,,unique,MEDIUM,Yes,verify/integrations/,approved,952,240432a80d6f985bf244cd0f132d12221688ef566ba4a9df885e0ccb081e13a2
active_development/supabase/functions/_shared/firestore-rest.ts,active_development/supabase/functions/_shared/firestore-rest.ts,backend,Backend / Supabase,Supabase backend artifact: firestore-rest.ts,canonical,current,4,,unique,MEDIUM,Yes,verify/integrations/,approved,2562,e52088fc8b5e2953dc2a5755d0b0aba2f3c477fa4a69d0e86dec4f68c0fa0c31
active_development/supabase/functions/_shared/jpeg.ts,active_development/supabase/functions/_shared/jpeg.ts,backend,Backend / Supabase,Supabase backend artifact: jpeg.ts,canonical,current,5,,unique,MEDIUM,Yes,verify/integrations/,approved,163,f827ffb5594035a5c6a46aece2e20d28267e7d6e64c3520e06f4a037afc4571e
active_development/supabase/functions/_shared/kyc-authorization.json,active_development/supabase/functions/_shared/kyc-authorization.json,backend,Backend / Supabase,Supabase backend artifact: kyc-authorization.json,canonical,current,6,,duplicate-group-dddfd46d6010cec9|needs-classification,HIGH,Yes,verify/integrations/,approved,1694,dddfd46d6010cec98192516b568c324bd0cc8641504e63a62721cb2b23b0f340
active_development/supabase/functions/_shared/supabase-config.ts,active_development/supabase/functions/_shared/supabase-config.ts,backend,Backend / Supabase,Supabase backend artifact: supabase-config.ts,canonical,current,4,,unique,MEDIUM,Yes,verify/integrations/,approved,226,99277a2550b9b9c4f542b6d5e721f9e0ca5632cc6ac41e4e963307f89feb711d
active_development/supabase/functions/get-kyc-signed-url/index.ts,active_development/supabase/functions/get-kyc-signed-url/index.ts,backend,Backend / Supabase,Supabase backend artifact: index.ts,canonical,current,5,,unique,MEDIUM,Yes,verify/integrations/,approved,4608,a5cc66ee132a79202e08088ce15f26406e93bbf63e4f9aa80526570846642b1c
active_development/supabase/functions/upload-kyc-document/index.ts,active_development/supabase/functions/upload-kyc-document/index.ts,backend,Backend / Supabase,Supabase backend artifact: index.ts,canonical,current,6,,unique,HIGH,Yes,verify/integrations/,approved,4451,744a39b81414be8260bc0af8b6ca02b9cbbceb767ac29b0e00fe5b9fd4450f1c
active_development/supabase/functions/upload-listing-image/index.ts,active_development/supabase/functions/upload-listing-image/index.ts,backend,Backend / Supabase,Supabase backend artifact: index.ts,canonical,current,6,,unique,HIGH,Yes,verify/integrations/,approved,3679,7e5c2f1accfbc5d446c254803f059223ac8c2c29812b4ced326261a2c4a14d07
active_development/supabase/migrations/0001_homefinder_storage_authority.sql,active_development/supabase/migrations/0001_homefinder_storage_authority.sql,backend,Backend / Supabase,Supabase backend artifact: 0001_homefinder_storage_authority.sql,canonical,current,6,,unique,HIGH,Yes,verify/integrations/,approved,1008,9305cf9869ffe9e5ca94308c5ce462ccff5c9f8751a97ca03e4388e14f69aff2
active_development/terms.html,active_development/terms.html,unclassified,Unclassified,Active development artifact: terms.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,3766,3148308c55b132a44663e1a873e71c67b9b9f34d34e2b08d64bc934aaa627524
active_development/tests/5.5G6C-protected-logic-freeze.test.mjs,active_development/tests/5.5G6C-protected-logic-freeze.test.mjs,verification,Verification,Active development test: 5.5G6C-protected-logic-freeze.test.mjs,active-dev,current,4,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1971,f6f9ea3806872d21688254b630545dbf8f154e9da704d4107484e5f72df63ecf
active_development/tests/5.5G6C-role-hardening.test.mjs,active_development/tests/5.5G6C-role-hardening.test.mjs,verification,Verification,Active development test: 5.5G6C-role-hardening.test.mjs,active-dev,current,5,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1668,3969b5cf958e9d2fd73888d5eeaeb6a4aaf4020aa992f815bf1b97f949fcf624
active_development/tests/authority/patch-37-authority-vocabulary.test.mjs,active_development/tests/authority/patch-37-authority-vocabulary.test.mjs,verification,Verification,Active development test: patch-37-authority-vocabulary.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,2280,fb93461335c307f888f518a0d1eb760f1111538bab941a524a2589a3d6047450
active_development/tests/authority/patch-39-capability-boundary-matrix.test.mjs,active_development/tests/authority/patch-39-capability-boundary-matrix.test.mjs,verification,Verification,Active development test: patch-39-capability-boundary-matrix.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,2859,2a08cf203842739d33c7c43dc957fda62ec04b6fa50c270157a4f27c2dc2a442
active_development/tests/authority/patch-41-capability-migration.test.mjs,active_development/tests/authority/patch-41-capability-migration.test.mjs,verification,Verification,Active development test: patch-41-capability-migration.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,3235,f895c32461e317043f449264614bedc4240c9d6010b3155dc4c804d0ada7b702
active_development/tests/authority/patch-42-legacy-guard-inventory.test.mjs,active_development/tests/authority/patch-42-legacy-guard-inventory.test.mjs,verification,Verification,Active development test: patch-42-legacy-guard-inventory.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1239,4e0de4177a4027aaaa75a5bd6f8b18dc6f66814677eec9e95b6b445271190489
active_development/tests/authority/patch-54-retire-ambiguous-staff-alias.test.mjs,active_development/tests/authority/patch-54-retire-ambiguous-staff-alias.test.mjs,verification,Verification,Active development test: patch-54-retire-ambiguous-staff-alias.test.mjs,active-dev,current,8,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,751,f530f4a245c8767656e506a1137279d2ad7ba384ad8bdfb4e6ea7fe8b3873a14
active_development/tests/canonical-camera-binding.test.mjs,active_development/tests/canonical-camera-binding.test.mjs,verification,Verification,Active development test: canonical-camera-binding.test.mjs,active-dev,current,5,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1070,36a461f525c730701ac522472eea6d8e8985d41089362a9f5c321e35edbf6eb9
active_development/tests/cinematic-3d-adapter.test.mjs,active_development/tests/cinematic-3d-adapter.test.mjs,verification,Verification,Active development test: cinematic-3d-adapter.test.mjs,active-dev,current,8,,duplicate-group-4068c63613779c56|needs-classification,MEDIUM,No,active_development/tests/,pending-mapping,1607,4068c63613779c5648bd624f9037d2efbf41df0caf9ba0a9bf35dbd1c9364158
active_development/tests/cinematic-camera-hero.test.mjs,active_development/tests/cinematic-camera-hero.test.mjs,verification,Verification,Active development test: cinematic-camera-hero.test.mjs,active-dev,current,12,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1458,1db408f440dd6c6e1feaed739fd5d82cb967b5c31897a40b7be0fdc4a8f0dbf3
active_development/tests/dd04-final-authority-freeze.test.mjs,active_development/tests/dd04-final-authority-freeze.test.mjs,verification,Verification,Active development test: dd04-final-authority-freeze.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1322,9434c499cb0aace2eca6f02414ce163b55230634b4efa3b7975b66594ecebe0b
active_development/tests/dd05-h04-map-preview.test.mjs,active_development/tests/dd05-h04-map-preview.test.mjs,verification,Verification,Active development test: dd05-h04-map-preview.test.mjs,active-dev,current,8,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,881,cb777c43a274e2d1fa5da76c924a2d73bbaba9548df176728cdd775185c49179
active_development/tests/dd05-h05-government-housing.test.mjs,active_development/tests/dd05-h05-government-housing.test.mjs,verification,Verification,Active development test: dd05-h05-government-housing.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1280,2b218f9350c5a60bfb8aa29a889c2317b04f4fafc5f6bcb4b81146bbe8e8c36e
active_development/tests/dd05-h06-mission.test.mjs,active_development/tests/dd05-h06-mission.test.mjs,verification,Verification,Active development test: dd05-h06-mission.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1668,08a4c752481b687970f7b19a254359d27726e696783a11d64d783ea5eb7a7747
active_development/tests/dd05-h09-contact-exit.test.mjs,active_development/tests/dd05-h09-contact-exit.test.mjs,verification,Verification,Active development test: dd05-h09-contact-exit.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1678,97cf1fd03e70bc8ab80d872b0d13c0a1062c70bfeec9157cdb8e6e38a3d89eee
active_development/tests/dd05-main-hall-cinematic-map.test.mjs,active_development/tests/dd05-main-hall-cinematic-map.test.mjs,verification,Verification,Active development test: dd05-main-hall-cinematic-map.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1275,4a2ce9171ec4f513c20e668810d524fe0f3d4d04874d07374c7464e8153fc9d8
active_development/tests/dd05-main-hall-sequence-reconciliation.test.mjs,active_development/tests/dd05-main-hall-sequence-reconciliation.test.mjs,verification,Verification,Active development test: dd05-main-hall-sequence-reconciliation.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1307,f3717a00de4ddd7aba903646b9106f8f06aa7e41f54818e476178cf73f2c9bc9
active_development/tests/dd05-ui-response-mapping.test.mjs,active_development/tests/dd05-ui-response-mapping.test.mjs,verification,Verification,Active development test: dd05-ui-response-mapping.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,2462,02eb9d21620615d3dd2b0b181db01f5ead690d8fc1474edc11b5a6522af4cff4
active_development/tests/deep-dive-04-auth-roles-permissions.test.mjs,active_development/tests/deep-dive-04-auth-roles-permissions.test.mjs,verification,Verification,Active development test: deep-dive-04-auth-roles-permissions.test.mjs,active-dev,current,8,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1896,b4aad83b35563b0bb1045a475e64198ab5ef646188b657d06e0374d0087f3d8f
active_development/tests/dictionary/patch-35-dictionary-foundation.test.mjs,active_development/tests/dictionary/patch-35-dictionary-foundation.test.mjs,verification,Verification,Active development test: patch-35-dictionary-foundation.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1746,c7e3132420a69cda9d42260fdc3daa215a7b8dc7fc2f4960f7f64792c52e38c8
active_development/tests/foundation-repair-01-authority-contracts.test.mjs,active_development/tests/foundation-repair-01-authority-contracts.test.mjs,verification,Verification,Active development test: foundation-repair-01-authority-contracts.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1179,10faaf07c676eff51a91c38df70d06e4a94450dc1147df42ef51de46d625a443
active_development/tests/foundation-repair-02-points-authority.test.mjs,active_development/tests/foundation-repair-02-points-authority.test.mjs,verification,Verification,Active development test: foundation-repair-02-points-authority.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1273,c00d5912ea285451cb78b5ad7ba04586c7e0ab4416181ad7b1698e0aa9fc4662
active_development/tests/foundation-repair-03-points-abuse.test.mjs,active_development/tests/foundation-repair-03-points-abuse.test.mjs,verification,Verification,Active development test: foundation-repair-03-points-abuse.test.mjs,active-dev,current,10,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1399,f3b43fb36e8d07c362447463601fcc9b47b73f780cb9b9852913e68f6a87807a
active_development/tests/foundation-repair-04-tier-entitlement.test.mjs,active_development/tests/foundation-repair-04-tier-entitlement.test.mjs,verification,Verification,Active development test: foundation-repair-04-tier-entitlement.test.mjs,active-dev,current,11,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,2037,4a65342101506075c5b8dea2a74000ee9b59d170bcfb54e766fd88feb484129b
active_development/tests/foundation-repair-05-subscription-entitlement.test.mjs,active_development/tests/foundation-repair-05-subscription-entitlement.test.mjs,verification,Verification,Active development test: foundation-repair-05-subscription-entitlement.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1965,786ca15b05898c937bf9798276ba8a3f739fd1283d082647b41883dc388cdd50
active_development/tests/foundation-repair-06-image-cap.test.js,active_development/tests/foundation-repair-06-image-cap.test.js,verification,Verification,Active development test: foundation-repair-06-image-cap.test.js,active-dev,current,6,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,594,e49231fc778bf734ae25e18c20358a3712d0da1b4fcc3a58bc838e110d60c090
active_development/tests/foundation-repair-07-admin-capacity-override.test.mjs,active_development/tests/foundation-repair-07-admin-capacity-override.test.mjs,verification,Verification,Active development test: foundation-repair-07-admin-capacity-override.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,758,26656fb54508f80a068ee18ef6fc5fcf476f7295006d80c622ca985966b1ec94
active_development/tests/foundation-repair-08.test.mjs,active_development/tests/foundation-repair-08.test.mjs,verification,Verification,Active development test: foundation-repair-08.test.mjs,active-dev,current,9,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,625,f99b8c80f72f0c2e0819781fd143774567bebe5cf07d0209b3d847faac1f0ea5
active_development/tests/foundation-repair-09-pin-authority.test.mjs,active_development/tests/foundation-repair-09-pin-authority.test.mjs,verification,Verification,Active development test: foundation-repair-09-pin-authority.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1055,47aecd149b1bfbed37b8ba73646eab2325582ec5cee41c773e65b587302fb539
active_development/tests/foundation-repair-10-radius-authority.test.mjs,active_development/tests/foundation-repair-10-radius-authority.test.mjs,verification,Verification,Active development test: foundation-repair-10-radius-authority.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1655,8585bc0864ae9e246029a8320b82af60a0376208a3918dce89bb7bbd1d9ee1a0
active_development/tests/foundation-repair-11-match-notification-dedupe.test.mjs,active_development/tests/foundation-repair-11-match-notification-dedupe.test.mjs,verification,Verification,Active development test: foundation-repair-11-match-notification-dedupe.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1099,80564782b6371dd7cc94c2adee5bc5f0ea67e991a61f29d1f7c6e092988063ed
active_development/tests/foundation-repair-12-stale-match.test.mjs,active_development/tests/foundation-repair-12-stale-match.test.mjs,verification,Verification,Active development test: foundation-repair-12-stale-match.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1018,68fde365d41e683a92573a2b7863f6b13d0bc0099c08ed80db71c61d7f324c0d
active_development/tests/from-verify/animation-object-responsive-root.test.mjs,active_development/tests/from-verify/animation-object-responsive-root.test.mjs,verification,Verification,Active development test: animation-object-responsive-root.test.mjs,active-dev,current,7,,unique,MEDIUM,No,active_development/tests/,pending-mapping,2017,0d89c0702e2d51828e27c302030cbc8e296d767a441cf6d8968456d6c151e4f0
active_development/tests/from-verify/auth-physical-ui-propagation.test.mjs,active_development/tests/from-verify/auth-physical-ui-propagation.test.mjs,verification,Verification,Active development test: auth-physical-ui-propagation.test.mjs,active-dev,current,5,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1065,3e0b9617cdc4c331005f38b335d869dd9a19c873302dac32ad09ce54ca0e6572
active_development/tests/from-verify/data-vocabulary.test.mjs,active_development/tests/from-verify/data-vocabulary.test.mjs,verification,Verification,Active development test: data-vocabulary.test.mjs,active-dev,current,6,,unique,MEDIUM,No,active_development/tests/,pending-mapping,2075,02f70c7e2ff121358c7dfb7d53dd0d0b5e21a4a984452b8f71570c17aa53026d
active_development/tests/from-verify/design-roots-contract.test.mjs,active_development/tests/from-verify/design-roots-contract.test.mjs,verification,Verification,Active development test: design-roots-contract.test.mjs,active-dev,current,7,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1682,706d48198866c8ce49e3a5d234ab9f875fbd36fad8ca3ee3322c7201620b1dc8
active_development/tests/from-verify/main-hall-camera-object-contract.test.mjs,active_development/tests/from-verify/main-hall-camera-object-contract.test.mjs,verification,Verification,Active development test: main-hall-camera-object-contract.test.mjs,active-dev,current,7,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1113,d6c44a6cf5c3992eaec57d38e02fa8a3d8fb9ddf7ac88696fc13f97d6f4ef718
active_development/tests/from-verify/main-hall-physical-ui-roots.test.mjs,active_development/tests/from-verify/main-hall-physical-ui-roots.test.mjs,verification,Verification,Active development test: main-hall-physical-ui-roots.test.mjs,active-dev,current,7,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1066,fe96b5dcb860ee7297d125a1b7f6dc08c33e99ddd2394a5fea427559ab3902b3
active_development/tests/from-verify/phase11-deploy-readiness.test.mjs,active_development/tests/from-verify/phase11-deploy-readiness.test.mjs,verification,Verification,Active development test: phase11-deploy-readiness.test.mjs,active-dev,current,6,,unique,MEDIUM,No,active_development/tests/,pending-mapping,543,4ac6aa6fed67431c7e8a55e699abf5ce781cefd2ba5ac17da611026a9eda4a1b
active_development/tests/house-camera-rig.test.mjs,active_development/tests/house-camera-rig.test.mjs,verification,Verification,Active development test: house-camera-rig.test.mjs,active-dev,current,8,,unique,MEDIUM,No,active_development/tests/,pending-mapping,2049,6e3bd39578b2f5290c9729ad2f5599f252ca514ff506ab8dc814448a0ec7d507
active_development/tests/listings-book-interaction.test.mjs,active_development/tests/listings-book-interaction.test.mjs,verification,Verification,Active development test: listings-book-interaction.test.mjs,active-dev,current,10,,unique,MEDIUM,No,active_development/tests/,pending-mapping,788,4a597f2773530fea8b9ce6823e79afa26c7cc23838836de53a0a91a2a1d82252
active_development/tests/m1-runtime-boundary.test.mjs,active_development/tests/m1-runtime-boundary.test.mjs,verification,Verification,Active development test: m1-runtime-boundary.test.mjs,active-dev,current,4,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1241,824d5e337b01649544930cb5edcda74f23d205c5fa11edc8d8aa2354eebfdee3
active_development/tests/market-discovery-contract.test.mjs,active_development/tests/market-discovery-contract.test.mjs,verification,Verification,Active development test: market-discovery-contract.test.mjs,active-dev,current,8,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1412,d11e8c398c29102b13a7ea53e3211e92b72fd8a3847227efe24b36fe2ce4ed16
active_development/tests/market-patch-07.test.js,active_development/tests/market-patch-07.test.js,verification,Verification,Active development test: market-patch-07.test.js,active-dev,current,8,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1850,2787be5949343daf95665dae69706de3b56e205e1afde578647312a6bb4dd4e7
active_development/tests/market-patch-08.test.js,active_development/tests/market-patch-08.test.js,verification,Verification,Active development test: market-patch-08.test.js,active-dev,current,8,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1410,d4072b7c95ca66a3b28ca9f07b2eecc25e4ccfd571516aca2c5777f2f4eb0991
active_development/tests/market-patch-09.test.js,active_development/tests/market-patch-09.test.js,verification,Verification,Active development test: market-patch-09.test.js,active-dev,current,8,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,749,f321ff2b7eb583ab2cea67107cc6d4304685528ec973c1fc5e0fc9739c98f323
active_development/tests/market-patch-10.test.js,active_development/tests/market-patch-10.test.js,verification,Verification,Active development test: market-patch-10.test.js,active-dev,current,6,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,2438,fcc89d7885fc74d73564c54b5373aebaab4b3a338f9ab8c2193a895094bd3eeb
active_development/tests/market-patch-11a-audit.test.mjs,active_development/tests/market-patch-11a-audit.test.mjs,verification,Verification,Active development test: market-patch-11a-audit.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1228,52bda70e84539912f58db40c5ba6bcb83695ed3a93c7ac525d8a7754eeb3a389
active_development/tests/market-presentation.test.js,active_development/tests/market-presentation.test.js,verification,Verification,Active development test: market-presentation.test.js,active-dev,current,4,,unique,MEDIUM,No,active_development/tests/,pending-mapping,932,6f9479117cc98250bd034876f6518b3a8ccd9b0b02a0820756305f99bee6c156
active_development/tests/market-profile-physical-ui-propagation.test.mjs,active_development/tests/market-profile-physical-ui-propagation.test.mjs,verification,Verification,Active development test: market-profile-physical-ui-propagation.test.mjs,active-dev,current,11,,unique,MEDIUM,No,active_development/tests/,pending-mapping,1574,b907388632d8c98324eb4ada519c9680f49144c3a8f106172ad5db38d1eb06d8
active_development/tests/patch-11c-r7-pin-authority.test.mjs,active_development/tests/patch-11c-r7-pin-authority.test.mjs,verification,Verification,Active development test: patch-11c-r7-pin-authority.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1148,4df35d1e31ae8002ea2490d3a95591a76b84725ea27e3657b405d5ecf830db41
active_development/tests/patch-12-integration-hardening.test.mjs,active_development/tests/patch-12-integration-hardening.test.mjs,verification,Verification,Active development test: patch-12-integration-hardening.test.mjs,active-dev,current,11,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,2058,2c977ae67f87dc10c8dae805c22606bb3c9659700ebec6592f361d3437b5ffb2
active_development/tests/patch-14-listing-activity.test.mjs,active_development/tests/patch-14-listing-activity.test.mjs,verification,Verification,Active development test: patch-14-listing-activity.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1531,72a08695b8f360ef27faba29c55a178811dbbf9d8c94bb368f4c6a2b2dd813a6
active_development/tests/patch-15-listing-activity.test.js,active_development/tests/patch-15-listing-activity.test.js,verification,Verification,Active development test: patch-15-listing-activity.test.js,active-dev,current,8,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1655,64d342339d72f803d862b0654f8699d837f8be2f4934e5a5e91e1a5f0ea10849
active_development/tests/patch-16-listing-activity-contracts.test.mjs,active_development/tests/patch-16-listing-activity-contracts.test.mjs,verification,Verification,Active development test: patch-16-listing-activity-contracts.test.mjs,active-dev,current,12,,unique,MEDIUM,Yes,active_development/tests/,pending-mapping,1108,3137598c528d197a7970f4c731ac61902f9fbb57529afdd0f13c223ebfd6c3bf
